data,valor
13/05/2009,0.25
14/05/2009,0.25
15/05/2009,0.25
16/05/2009,0.25
17/05/2009,0.25
18/05/2009,0.25
19/05/2009,0.25
20/05/2009,0.25
21/05/2009,0.25
22/05/2009,0.25
23/05/2009,0.25
24/05/2009,0.25
25/05/2009,0.25
26/05/2009,0.25
27/05/2009,0.25
28/05/2009,0.25
29/05/2009,0.25
30/05/2009,0.25
31/05/2009,0.25
01/06/2009,0.25
02/06/2009,0.25
03/06/2009,0.25
04/06/2009,0.25
05/06/2009,0.25
06/06/2009,0.25
07/06/2009,0.25
08/06/2009,0.25
09/06/2009,0.25
10/06/2009,0.25
11/06/2009,0.25
12/06/2009,0.25
13/06/2009,0.25
14/06/2009,0.25
15/06/2009,0.25
16/06/2009,0.25
17/06/2009,0.25
18/06/2009,0.25
19/06/2009,0.25
20/06/2009,0.25
21/06/2009,0.25
22/06/2009,0.25
23/06/2009,0.25
24/06/2009,0.25
25/06/2009,0.25
26/06/2009,0.25
27/06/2009,0.25
28/06/2009,0.25
29/06/2009,0.25
30/06/2009,0.25
01/07/2009,0.25
02/07/2009,0.25
03/07/2009,0.25
04/07/2009,0.25
05/07/2009,0.25
06/07/2009,0.25
07/07/2009,0.25
08/07/2009,0.25
09/07/2009,0.25
10/07/2009,0.25
11/07/2009,0.25
12/07/2009,0.25
13/07/2009,0.25
14/07/2009,0.25
15/07/2009,0.25
16/07/2009,0.25
17/07/2009,0.25
18/07/2009,0.25
19/07/2009,0.25
20/07/2009,0.25
21/07/2009,0.25
22/07/2009,0.25
23/07/2009,0.25
24/07/2009,0.25
25/07/2009,0.25
26/07/2009,0.25
27/07/2009,0.25
28/07/2009,0.25
29/07/2009,0.25
30/07/2009,0.25
31/07/2009,0.25
01/08/2009,0.25
02/08/2009,0.25
03/08/2009,0.25
04/08/2009,0.25
05/08/2009,0.25
06/08/2009,0.25
07/08/2009,0.25
08/08/2009,0.25
09/08/2009,0.25
10/08/2009,0.25
11/08/2009,0.25
12/08/2009,0.25
13/08/2009,0.25
14/08/2009,0.25
15/08/2009,0.25
16/08/2009,0.25
17/08/2009,0.25
18/08/2009,0.25
19/08/2009,0.25
20/08/2009,0.25
21/08/2009,0.25
22/08/2009,0.25
23/08/2009,0.25
24/08/2009,0.25
25/08/2009,0.25
26/08/2009,0.25
27/08/2009,0.25
28/08/2009,0.25
29/08/2009,0.25
30/08/2009,0.25
31/08/2009,0.25
01/09/2009,0.25
02/09/2009,0.25
03/09/2009,0.25
04/09/2009,0.25
05/09/2009,0.25
06/09/2009,0.25
07/09/2009,0.25
08/09/2009,0.25
09/09/2009,0.25
10/09/2009,0.25
11/09/2009,0.25
12/09/2009,0.25
13/09/2009,0.25
14/09/2009,0.25
15/09/2009,0.25
16/09/2009,0.25
17/09/2009,0.25
18/09/2009,0.25
19/09/2009,0.25
20/09/2009,0.25
21/09/2009,0.25
22/09/2009,0.25
23/09/2009,0.25
24/09/2009,0.25
25/09/2009,0.25
26/09/2009,0.25
27/09/2009,0.25
28/09/2009,0.25
29/09/2009,0.25
30/09/2009,0.25
01/10/2009,0.25
02/10/2009,0.25
03/10/2009,0.25
04/10/2009,0.25
05/10/2009,0.25
06/10/2009,0.25
07/10/2009,0.25
08/10/2009,0.25
09/10/2009,0.25
10/10/2009,0.25
11/10/2009,0.25
12/10/2009,0.25
13/10/2009,0.25
14/10/2009,0.25
15/10/2009,0.25
16/10/2009,0.25
17/10/2009,0.25
18/10/2009,0.25
19/10/2009,0.25
20/10/2009,0.25
21/10/2009,0.25
22/10/2009,0.25
23/10/2009,0.25
24/10/2009,0.25
25/10/2009,0.25
26/10/2009,0.25
27/10/2009,0.25
28/10/2009,0.25
29/10/2009,0.25
30/10/2009,0.25
31/10/2009,0.25
01/11/2009,0.25
02/11/2009,0.25
03/11/2009,0.25
04/11/2009,0.25
05/11/2009,0.25
06/11/2009,0.25
07/11/2009,0.25
08/11/2009,0.25
09/11/2009,0.25
10/11/2009,0.25
11/11/2009,0.25
12/11/2009,0.25
13/11/2009,0.25
14/11/2009,0.25
15/11/2009,0.25
16/11/2009,0.25
17/11/2009,0.25
18/11/2009,0.25
19/11/2009,0.25
20/11/2009,0.25
21/11/2009,0.25
22/11/2009,0.25
23/11/2009,0.25
24/11/2009,0.25
25/11/2009,0.25
26/11/2009,0.25
27/11/2009,0.25
28/11/2009,0.25
29/11/2009,0.25
30/11/2009,0.25
01/12/2009,0.25
02/12/2009,0.25
03/12/2009,0.25
04/12/2009,0.25
05/12/2009,0.25
06/12/2009,0.25
07/12/2009,0.25
08/12/2009,0.25
09/12/2009,0.25
10/12/2009,0.25
11/12/2009,0.25
12/12/2009,0.25
13/12/2009,0.25
14/12/2009,0.25
15/12/2009,0.25
16/12/2009,0.25
17/12/2009,0.25
18/12/2009,0.25
19/12/2009,0.25
20/12/2009,0.25
21/12/2009,0.25
22/12/2009,0.25
23/12/2009,0.25
24/12/2009,0.25
25/12/2009,0.25
26/12/2009,0.25
27/12/2009,0.25
28/12/2009,0.25
29/12/2009,0.25
30/12/2009,0.25
31/12/2009,0.25
01/01/2010,0.25
02/01/2010,0.25
03/01/2010,0.25
04/01/2010,0.25
05/01/2010,0.25
06/01/2010,0.25
07/01/2010,0.25
08/01/2010,0.25
09/01/2010,0.25
10/01/2010,0.25
11/01/2010,0.25
12/01/2010,0.25
13/01/2010,0.25
14/01/2010,0.25
15/01/2010,0.25
16/01/2010,0.25
17/01/2010,0.25
18/01/2010,0.25
19/01/2010,0.25
20/01/2010,0.25
21/01/2010,0.25
22/01/2010,0.25
23/01/2010,0.25
24/01/2010,0.25
25/01/2010,0.25
26/01/2010,0.25
27/01/2010,0.25
28/01/2010,0.25
29/01/2010,0.25
30/01/2010,0.25
31/01/2010,0.25
01/02/2010,0.25
02/02/2010,0.25
03/02/2010,0.25
04/02/2010,0.25
05/02/2010,0.25
06/02/2010,0.25
07/02/2010,0.25
08/02/2010,0.25
09/02/2010,0.25
10/02/2010,0.25
11/02/2010,0.25
12/02/2010,0.25
13/02/2010,0.25
14/02/2010,0.25
15/02/2010,0.25
16/02/2010,0.25
17/02/2010,0.25
18/02/2010,0.25
19/02/2010,0.25
20/02/2010,0.25
21/02/2010,0.25
22/02/2010,0.25
23/02/2010,0.25
24/02/2010,0.25
25/02/2010,0.25
26/02/2010,0.25
27/02/2010,0.25
28/02/2010,0.25
01/03/2010,0.25
02/03/2010,0.25
03/03/2010,0.25
04/03/2010,0.25
05/03/2010,0.25
06/03/2010,0.25
07/03/2010,0.25
08/03/2010,0.25
09/03/2010,0.25
10/03/2010,0.25
11/03/2010,0.25
12/03/2010,0.25
13/03/2010,0.25
14/03/2010,0.25
15/03/2010,0.25
16/03/2010,0.25
17/03/2010,0.25
18/03/2010,0.25
19/03/2010,0.25
20/03/2010,0.25
21/03/2010,0.25
22/03/2010,0.25
23/03/2010,0.25
24/03/2010,0.25
25/03/2010,0.25
26/03/2010,0.25
27/03/2010,0.25
28/03/2010,0.25
29/03/2010,0.25
30/03/2010,0.25
31/03/2010,0.25
01/04/2010,0.25
02/04/2010,0.25
03/04/2010,0.25
04/04/2010,0.25
05/04/2010,0.25
06/04/2010,0.25
07/04/2010,0.25
08/04/2010,0.25
09/04/2010,0.25
10/04/2010,0.25
11/04/2010,0.25
12/04/2010,0.25
13/04/2010,0.25
14/04/2010,0.25
15/04/2010,0.25
16/04/2010,0.25
17/04/2010,0.25
18/04/2010,0.25
19/04/2010,0.25
20/04/2010,0.25
21/04/2010,0.25
22/04/2010,0.25
23/04/2010,0.25
24/04/2010,0.25
25/04/2010,0.25
26/04/2010,0.25
27/04/2010,0.25
28/04/2010,0.25
29/04/2010,0.25
30/04/2010,0.25
01/05/2010,0.25
02/05/2010,0.25
03/05/2010,0.25
04/05/2010,0.25
05/05/2010,0.25
06/05/2010,0.25
07/05/2010,0.25
08/05/2010,0.25
09/05/2010,0.25
10/05/2010,0.25
11/05/2010,0.25
12/05/2010,0.25
13/05/2010,0.25
14/05/2010,0.25
15/05/2010,0.25
16/05/2010,0.25
17/05/2010,0.25
18/05/2010,0.25
19/05/2010,0.25
20/05/2010,0.25
21/05/2010,0.25
22/05/2010,0.25
23/05/2010,0.25
24/05/2010,0.25
25/05/2010,0.25
26/05/2010,0.25
27/05/2010,0.25
28/05/2010,0.25
29/05/2010,0.25
30/05/2010,0.25
31/05/2010,0.25
01/06/2010,0.25
02/06/2010,0.25
03/06/2010,0.25
04/06/2010,0.25
05/06/2010,0.25
06/06/2010,0.25
07/06/2010,0.25
08/06/2010,0.25
09/06/2010,0.25
10/06/2010,0.25
11/06/2010,0.25
12/06/2010,0.25
13/06/2010,0.25
14/06/2010,0.25
15/06/2010,0.25
16/06/2010,0.25
17/06/2010,0.25
18/06/2010,0.25
19/06/2010,0.25
20/06/2010,0.25
21/06/2010,0.25
22/06/2010,0.25
23/06/2010,0.25
24/06/2010,0.25
25/06/2010,0.25
26/06/2010,0.25
27/06/2010,0.25
28/06/2010,0.25
29/06/2010,0.25
30/06/2010,0.25
01/07/2010,0.25
02/07/2010,0.25
03/07/2010,0.25
04/07/2010,0.25
05/07/2010,0.25
06/07/2010,0.25
07/07/2010,0.25
08/07/2010,0.25
09/07/2010,0.25
10/07/2010,0.25
11/07/2010,0.25
12/07/2010,0.25
13/07/2010,0.25
14/07/2010,0.25
15/07/2010,0.25
16/07/2010,0.25
17/07/2010,0.25
18/07/2010,0.25
19/07/2010,0.25
20/07/2010,0.25
21/07/2010,0.25
22/07/2010,0.25
23/07/2010,0.25
24/07/2010,0.25
25/07/2010,0.25
26/07/2010,0.25
27/07/2010,0.25
28/07/2010,0.25
29/07/2010,0.25
30/07/2010,0.25
31/07/2010,0.25
01/08/2010,0.25
02/08/2010,0.25
03/08/2010,0.25
04/08/2010,0.25
05/08/2010,0.25
06/08/2010,0.25
07/08/2010,0.25
08/08/2010,0.25
09/08/2010,0.25
10/08/2010,0.25
11/08/2010,0.25
12/08/2010,0.25
13/08/2010,0.25
14/08/2010,0.25
15/08/2010,0.25
16/08/2010,0.25
17/08/2010,0.25
18/08/2010,0.25
19/08/2010,0.25
20/08/2010,0.25
21/08/2010,0.25
22/08/2010,0.25
23/08/2010,0.25
24/08/2010,0.25
25/08/2010,0.25
26/08/2010,0.25
27/08/2010,0.25
28/08/2010,0.25
29/08/2010,0.25
30/08/2010,0.25
31/08/2010,0.25
01/09/2010,0.25
02/09/2010,0.25
03/09/2010,0.25
04/09/2010,0.25
05/09/2010,0.25
06/09/2010,0.25
07/09/2010,0.25
08/09/2010,0.25
09/09/2010,0.25
10/09/2010,0.25
11/09/2010,0.25
12/09/2010,0.25
13/09/2010,0.25
14/09/2010,0.25
15/09/2010,0.25
16/09/2010,0.25
17/09/2010,0.25
18/09/2010,0.25
19/09/2010,0.25
20/09/2010,0.25
21/09/2010,0.25
22/09/2010,0.25
23/09/2010,0.25
24/09/2010,0.25
25/09/2010,0.25
26/09/2010,0.25
27/09/2010,0.25
28/09/2010,0.25
29/09/2010,0.25
30/09/2010,0.25
01/10/2010,0.25
02/10/2010,0.25
03/10/2010,0.25
04/10/2010,0.25
05/10/2010,0.25
06/10/2010,0.25
07/10/2010,0.25
08/10/2010,0.25
09/10/2010,0.25
10/10/2010,0.25
11/10/2010,0.25
12/10/2010,0.25
13/10/2010,0.25
14/10/2010,0.25
15/10/2010,0.25
16/10/2010,0.25
17/10/2010,0.25
18/10/2010,0.25
19/10/2010,0.25
20/10/2010,0.25
21/10/2010,0.25
22/10/2010,0.25
23/10/2010,0.25
24/10/2010,0.25
25/10/2010,0.25
26/10/2010,0.25
27/10/2010,0.25
28/10/2010,0.25
29/10/2010,0.25
30/10/2010,0.25
31/10/2010,0.25
01/11/2010,0.25
02/11/2010,0.25
03/11/2010,0.25
04/11/2010,0.25
05/11/2010,0.25
06/11/2010,0.25
07/11/2010,0.25
08/11/2010,0.25
09/11/2010,0.25
10/11/2010,0.25
11/11/2010,0.25
12/11/2010,0.25
13/11/2010,0.25
14/11/2010,0.25
15/11/2010,0.25
16/11/2010,0.25
17/11/2010,0.25
18/11/2010,0.25
19/11/2010,0.25
20/11/2010,0.25
21/11/2010,0.25
22/11/2010,0.25
23/11/2010,0.25
24/11/2010,0.25
25/11/2010,0.25
26/11/2010,0.25
27/11/2010,0.25
28/11/2010,0.25
29/11/2010,0.25
30/11/2010,0.25
01/12/2010,0.25
02/12/2010,0.25
03/12/2010,0.25
04/12/2010,0.25
05/12/2010,0.25
06/12/2010,0.25
07/12/2010,0.25
08/12/2010,0.25
09/12/2010,0.25
10/12/2010,0.25
11/12/2010,0.25
12/12/2010,0.25
13/12/2010,0.25
14/12/2010,0.25
15/12/2010,0.25
16/12/2010,0.25
17/12/2010,0.25
18/12/2010,0.25
19/12/2010,0.25
20/12/2010,0.25
21/12/2010,0.25
22/12/2010,0.25
23/12/2010,0.25
24/12/2010,0.25
25/12/2010,0.25
26/12/2010,0.25
27/12/2010,0.25
28/12/2010,0.25
29/12/2010,0.25
30/12/2010,0.25
31/12/2010,0.25
01/01/2011,0.25
02/01/2011,0.25
03/01/2011,0.25
04/01/2011,0.25
05/01/2011,0.25
06/01/2011,0.25
07/01/2011,0.25
08/01/2011,0.25
09/01/2011,0.25
10/01/2011,0.25
11/01/2011,0.25
12/01/2011,0.25
13/01/2011,0.25
14/01/2011,0.25
15/01/2011,0.25
16/01/2011,0.25
17/01/2011,0.25
18/01/2011,0.25
19/01/2011,0.25
20/01/2011,0.25
21/01/2011,0.25
22/01/2011,0.25
23/01/2011,0.25
24/01/2011,0.25
25/01/2011,0.25
26/01/2011,0.25
27/01/2011,0.25
28/01/2011,0.25
29/01/2011,0.25
30/01/2011,0.25
31/01/2011,0.25
01/02/2011,0.25
02/02/2011,0.25
03/02/2011,0.25
04/02/2011,0.25
05/02/2011,0.25
06/02/2011,0.25
07/02/2011,0.25
08/02/2011,0.25
09/02/2011,0.25
10/02/2011,0.25
11/02/2011,0.25
12/02/2011,0.25
13/02/2011,0.25
14/02/2011,0.25
15/02/2011,0.25
16/02/2011,0.25
17/02/2011,0.25
18/02/2011,0.25
19/02/2011,0.25
20/02/2011,0.25
21/02/2011,0.25
22/02/2011,0.25
23/02/2011,0.25
24/02/2011,0.25
25/02/2011,0.25
26/02/2011,0.25
27/02/2011,0.25
28/02/2011,0.25
01/03/2011,0.25
02/03/2011,0.25
03/03/2011,0.25
04/03/2011,0.25
05/03/2011,0.25
06/03/2011,0.25
07/03/2011,0.25
08/03/2011,0.25
09/03/2011,0.25
10/03/2011,0.25
11/03/2011,0.25
12/03/2011,0.25
13/03/2011,0.25
14/03/2011,0.25
15/03/2011,0.25
16/03/2011,0.25
17/03/2011,0.25
18/03/2011,0.25
19/03/2011,0.25
20/03/2011,0.25
21/03/2011,0.25
22/03/2011,0.25
23/03/2011,0.25
24/03/2011,0.25
25/03/2011,0.25
26/03/2011,0.25
27/03/2011,0.25
28/03/2011,0.25
29/03/2011,0.25
30/03/2011,0.25
31/03/2011,0.25
01/04/2011,0.25
02/04/2011,0.25
03/04/2011,0.25
04/04/2011,0.25
05/04/2011,0.25
06/04/2011,0.25
07/04/2011,0.25
08/04/2011,0.25
09/04/2011,0.25
10/04/2011,0.25
11/04/2011,0.25
12/04/2011,0.25
13/04/2011,0.25
14/04/2011,0.25
15/04/2011,0.25
16/04/2011,0.25
17/04/2011,0.25
18/04/2011,0.25
19/04/2011,0.25
20/04/2011,0.25
21/04/2011,0.25
22/04/2011,0.25
23/04/2011,0.25
24/04/2011,0.25
25/04/2011,0.25
26/04/2011,0.25
27/04/2011,0.25
28/04/2011,0.25
29/04/2011,0.25
30/04/2011,0.25
01/05/2011,0.25
02/05/2011,0.25
03/05/2011,0.25
04/05/2011,0.25
05/05/2011,0.25
06/05/2011,0.25
07/05/2011,0.25
08/05/2011,0.25
09/05/2011,0.25
10/05/2011,0.25
11/05/2011,0.25
12/05/2011,0.25
13/05/2011,0.25
14/05/2011,0.25
15/05/2011,0.25
16/05/2011,0.25
17/05/2011,0.25
18/05/2011,0.25
19/05/2011,0.25
20/05/2011,0.25
21/05/2011,0.25
22/05/2011,0.25
23/05/2011,0.25
24/05/2011,0.25
25/05/2011,0.25
26/05/2011,0.25
27/05/2011,0.25
28/05/2011,0.25
29/05/2011,0.25
30/05/2011,0.25
31/05/2011,0.25
01/06/2011,0.25
02/06/2011,0.25
03/06/2011,0.25
04/06/2011,0.25
05/06/2011,0.25
06/06/2011,0.25
07/06/2011,0.25
08/06/2011,0.25
09/06/2011,0.25
10/06/2011,0.25
11/06/2011,0.25
12/06/2011,0.25
13/06/2011,0.25
14/06/2011,0.25
15/06/2011,0.25
16/06/2011,0.25
17/06/2011,0.25
18/06/2011,0.25
19/06/2011,0.25
20/06/2011,0.25
21/06/2011,0.25
22/06/2011,0.25
23/06/2011,0.25
24/06/2011,0.25
25/06/2011,0.25
26/06/2011,0.25
27/06/2011,0.25
28/06/2011,0.25
29/06/2011,0.25
30/06/2011,0.25
01/07/2011,0.25
02/07/2011,0.25
03/07/2011,0.25
04/07/2011,0.25
05/07/2011,0.25
06/07/2011,0.25
07/07/2011,0.25
08/07/2011,0.25
09/07/2011,0.25
10/07/2011,0.25
11/07/2011,0.25
12/07/2011,0.25
13/07/2011,0.25
14/07/2011,0.25
15/07/2011,0.25
16/07/2011,0.25
17/07/2011,0.25
18/07/2011,0.25
19/07/2011,0.25
20/07/2011,0.25
21/07/2011,0.25
22/07/2011,0.25
23/07/2011,0.25
24/07/2011,0.25
25/07/2011,0.25
26/07/2011,0.25
27/07/2011,0.25
28/07/2011,0.25
29/07/2011,0.25
30/07/2011,0.25
31/07/2011,0.25
01/08/2011,0.25
02/08/2011,0.25
03/08/2011,0.25
04/08/2011,0.25
05/08/2011,0.25
06/08/2011,0.25
07/08/2011,0.25
08/08/2011,0.25
09/08/2011,0.25
10/08/2011,0.25
11/08/2011,0.25
12/08/2011,0.25
13/08/2011,0.25
14/08/2011,0.25
15/08/2011,0.25
16/08/2011,0.25
17/08/2011,0.25
18/08/2011,0.25
19/08/2011,0.25
20/08/2011,0.25
21/08/2011,0.25
22/08/2011,0.25
23/08/2011,0.25
24/08/2011,0.25
25/08/2011,0.25
26/08/2011,0.25
27/08/2011,0.25
28/08/2011,0.25
29/08/2011,0.25
30/08/2011,0.25
31/08/2011,0.25
01/09/2011,0.25
02/09/2011,0.25
03/09/2011,0.25
04/09/2011,0.25
05/09/2011,0.25
06/09/2011,0.25
07/09/2011,0.25
08/09/2011,0.25
09/09/2011,0.25
10/09/2011,0.25
11/09/2011,0.25
12/09/2011,0.25
13/09/2011,0.25
14/09/2011,0.25
15/09/2011,0.25
16/09/2011,0.25
17/09/2011,0.25
18/09/2011,0.25
19/09/2011,0.25
20/09/2011,0.25
21/09/2011,0.25
22/09/2011,0.25
23/09/2011,0.25
24/09/2011,0.25
25/09/2011,0.25
26/09/2011,0.25
27/09/2011,0.25
28/09/2011,0.25
29/09/2011,0.25
30/09/2011,0.25
01/10/2011,0.25
02/10/2011,0.25
03/10/2011,0.25
04/10/2011,0.25
05/10/2011,0.25
06/10/2011,0.25
07/10/2011,0.25
08/10/2011,0.25
09/10/2011,0.25
10/10/2011,0.25
11/10/2011,0.25
12/10/2011,0.25
13/10/2011,0.25
14/10/2011,0.25
15/10/2011,0.25
16/10/2011,0.25
17/10/2011,0.25
18/10/2011,0.25
19/10/2011,0.25
20/10/2011,0.25
21/10/2011,0.25
22/10/2011,0.25
23/10/2011,0.25
24/10/2011,0.25
25/10/2011,0.25
26/10/2011,0.25
27/10/2011,0.25
28/10/2011,0.25
29/10/2011,0.25
30/10/2011,0.25
31/10/2011,0.25
01/11/2011,0.25
02/11/2011,0.25
03/11/2011,0.25
04/11/2011,0.25
05/11/2011,0.25
06/11/2011,0.25
07/11/2011,0.25
08/11/2011,0.25
09/11/2011,0.25
10/11/2011,0.25
11/11/2011,0.25
12/11/2011,0.25
13/11/2011,0.25
14/11/2011,0.25
15/11/2011,0.25
16/11/2011,0.25
17/11/2011,0.25
18/11/2011,0.25
19/11/2011,0.25
20/11/2011,0.25
21/11/2011,0.25
22/11/2011,0.25
23/11/2011,0.25
24/11/2011,0.25
25/11/2011,0.25
26/11/2011,0.25
27/11/2011,0.25
28/11/2011,0.25
29/11/2011,0.25
30/11/2011,0.25
01/12/2011,0.25
02/12/2011,0.25
03/12/2011,0.25
04/12/2011,0.25
05/12/2011,0.25
06/12/2011,0.25
07/12/2011,0.25
08/12/2011,0.25
09/12/2011,0.25
10/12/2011,0.25
11/12/2011,0.25
12/12/2011,0.25
13/12/2011,0.25
14/12/2011,0.25
15/12/2011,0.25
16/12/2011,0.25
17/12/2011,0.25
18/12/2011,0.25
19/12/2011,0.25
20/12/2011,0.25
21/12/2011,0.25
22/12/2011,0.25
23/12/2011,0.25
24/12/2011,0.25
25/12/2011,0.25
26/12/2011,0.25
27/12/2011,0.25
28/12/2011,0.25
29/12/2011,0.25
30/12/2011,0.25
31/12/2011,0.25
01/01/2012,0.25
02/01/2012,0.25
03/01/2012,0.25
04/01/2012,0.25
05/01/2012,0.25
06/01/2012,0.25
07/01/2012,0.25
08/01/2012,0.25
09/01/2012,0.25
10/01/2012,0.25
11/01/2012,0.25
12/01/2012,0.25
13/01/2012,0.25
14/01/2012,0.25
15/01/2012,0.25
16/01/2012,0.25
17/01/2012,0.25
18/01/2012,0.25
19/01/2012,0.25
20/01/2012,0.25
21/01/2012,0.25
22/01/2012,0.25
23/01/2012,0.25
24/01/2012,0.25
25/01/2012,0.25
26/01/2012,0.25
27/01/2012,0.25
28/01/2012,0.25
29/01/2012,0.25
30/01/2012,0.25
31/01/2012,0.25
01/02/2012,0.25
02/02/2012,0.25
03/02/2012,0.25
04/02/2012,0.25
05/02/2012,0.25
06/02/2012,0.25
07/02/2012,0.25
08/02/2012,0.25
09/02/2012,0.25
10/02/2012,0.25
11/02/2012,0.25
12/02/2012,0.25
13/02/2012,0.25
14/02/2012,0.25
15/02/2012,0.25
16/02/2012,0.25
17/02/2012,0.25
18/02/2012,0.25
19/02/2012,0.25
20/02/2012,0.25
21/02/2012,0.25
22/02/2012,0.25
23/02/2012,0.25
24/02/2012,0.25
25/02/2012,0.25
26/02/2012,0.25
27/02/2012,0.25
28/02/2012,0.25
29/02/2012,0.25
01/03/2012,0.25
02/03/2012,0.25
03/03/2012,0.25
04/03/2012,0.25
05/03/2012,0.25
06/03/2012,0.25
07/03/2012,0.25
08/03/2012,0.25
09/03/2012,0.25
10/03/2012,0.25
11/03/2012,0.25
12/03/2012,0.25
13/03/2012,0.25
14/03/2012,0.25
15/03/2012,0.25
16/03/2012,0.25
17/03/2012,0.25
18/03/2012,0.25
19/03/2012,0.25
20/03/2012,0.25
21/03/2012,0.25
22/03/2012,0.25
23/03/2012,0.25
24/03/2012,0.25
25/03/2012,0.25
26/03/2012,0.25
27/03/2012,0.25
28/03/2012,0.25
29/03/2012,0.25
30/03/2012,0.25
31/03/2012,0.25
01/04/2012,0.25
02/04/2012,0.25
03/04/2012,0.25
04/04/2012,0.25
05/04/2012,0.25
06/04/2012,0.25
07/04/2012,0.25
08/04/2012,0.25
09/04/2012,0.25
10/04/2012,0.25
11/04/2012,0.25
12/04/2012,0.25
13/04/2012,0.25
14/04/2012,0.25
15/04/2012,0.25
16/04/2012,0.25
17/04/2012,0.25
18/04/2012,0.25
19/04/2012,0.25
20/04/2012,0.25
21/04/2012,0.25
22/04/2012,0.25
23/04/2012,0.25
24/04/2012,0.25
25/04/2012,0.25
26/04/2012,0.25
27/04/2012,0.25
28/04/2012,0.25
29/04/2012,0.25
30/04/2012,0.25
01/05/2012,0.25
02/05/2012,0.25
03/05/2012,0.25
04/05/2012,0.25
05/05/2012,0.25
06/05/2012,0.25
07/05/2012,0.25
08/05/2012,0.25
09/05/2012,0.25
10/05/2012,0.25
11/05/2012,0.25
12/05/2012,0.25
13/05/2012,0.25
14/05/2012,0.25
15/05/2012,0.25
16/05/2012,0.25
17/05/2012,0.25
18/05/2012,0.25
19/05/2012,0.25
20/05/2012,0.25
21/05/2012,0.25
22/05/2012,0.25
23/05/2012,0.25
24/05/2012,0.25
25/05/2012,0.25
26/05/2012,0.25
27/05/2012,0.25
28/05/2012,0.25
29/05/2012,0.25
30/05/2012,0.25
31/05/2012,0.25
01/06/2012,0.25
02/06/2012,0.25
03/06/2012,0.25
04/06/2012,0.25
05/06/2012,0.25
06/06/2012,0.25
07/06/2012,0.25
08/06/2012,0.25
